20141201T000000 43.61 43.69 42.79 43.07 2028500 43.07
20141202T000000 42.48 42.51 41.75 41.83 1487100 41.83
20141203T000000 42.73 43.75 42.64 43.69 1954500 43.69
20141204T000000 43.47 43.81 43.38 43.47 919100 43.47
20141205T000000 44.0 44.66 43.99 44.64 1474300 44.64
20141208T000000 45.0 45.42 44.95 45.15 2399600 45.15
20141209T000000 44.46 45.19 44.34 45.14 2144800 45.14
20141210T000000 45.29 45.62 44.79 45.02 2318700 45.02
20141211T000000 45.0 45.54 44.97 45.14 1408000 45.14
20141212T000000 44.65 44.68 43.75 43.75 1480600 43.75
20141215T000000 43.96 44.13 42.81 43.06 1053300 43.06
20141216T000000 43.33 44.7 43.18 43.68 1685800 43.68
20141217T000000 43.58 45.26 43.33 45.15 2617700 45.15
20141218T000000 45.56 46.38 45.51 46.26 2514400 46.26
20141219T000000 45.81 46.11 45.38 45.85 1459100 45.85
20141222T000000 45.99 46.79 45.66 46.77 1944400 46.77
20141223T000000 46.5 46.76 46.32 46.34 1642700 46.34
20141224T000000 46.67 47.25 46.5 46.8 761000 46.8
20141226T000000 46.95 47.08 46.29 46.46 588800 46.46
20141229T000000 46.39 46.94 46.33 46.86 1144900 46.86
20141230T000000 46.23 46.4 45.83 46.29 1121800 46.29
20141231T000000 46.59 46.89 46.3 46.3 594400 46.3
